chr start_position(hg38) RY1 RY2 RY3 RY4 WS1 WS2 WS3 WS4
12 132463474 354 806 346 814 495 665 663 497
12 132463476 818 342 814 346 796 364 356 804
12 132463477 346 814 348 812 493 667 659 501
12 132463479 817 343 817 343 799 361 349 811
12 132463480 353 807 347 813 505 655 661 499
12 132463483 346 814 350 810 485 675 653 507
12 132463485 826 334 816 344 816 344 354 806
12 132463486 348 812 354 806 509 651 637 523
12 132463488 819 341 817 343 800 360 366 794
12 132463489 345 815 345 815 500 660 654 506
12 132463491 807 353 807 353 816 344 354 806
12 132463492 347 813 349 811 483 677 653 507
12 132463494 813 347 809 351 801 359 353 807
12 132463495 355 805 347 813 502 658 664 496
12 132463497 807 353 815 345 799 361 355 805
12 132463500 811 349 807 353 821 339 349 811
12 132463503 819 341 815 345 805 355 341 819
12 132463504 351 809 347 813 489 671 667 493
12 132463506 817 343 813 347 801 359 361 799
12 132463507 342 818 358 802 505 655 651 509
12 132463509 816 344 812 348 806 354 354 806
12 132463510 350 810 348 812 505 655 671 489
12 132463512 816 344 814 346 831 329 337 823
12 132463513 344 816 356 804 485 675 651 509
12 132463515 818 342 818 342 802 358 378 782
12 132463516 348 812 352 808 505 655 661 499
12 132463518 810 350 810 350 812 348 336 824
12 132463519 352 808 346 814 499 661 669 491
12 132463521 817 343 815 345 813 347 357 803
12 132463522 345 815 357 803 490 670 652 508
12 132463524 815 345 811 349 784 376 354 806
12 132463527 805 355 801 359 821 339 351 809
12 132463530 819 341 815 345 816 344 378 782
12 132463531 344 816 364 796 492 668 642 518
12 132463539 811 349 803 357 793 367 347 813
12 132463542 818 342 806 354 811 349 365 795
12 132463543 341 819 365 795 501 659 645 515
12 132463546 348 812 360 800 504 656 654 506
12 132463548 815 345 801 359 812 348 342 818
12 132463549 341 819 355 805 504 656 658 502
12 132463551 814 346 802 358 821 339 391 769
12 132463552 344 816 360 800 505 655 655 505
12 132463554 817 343 799 361 801 359 363 797
12 132463557 820 340 808 352 820 340 368 792
12 132463558 338 822 352 808 494 666 650 510
12 132463560 829 331 805 355 784 376 372 788
12 132463561 347 813 359 801 512 648 660 500
12 132463564 345 815 361 799 509 651 655 505
12 132463566 823 337 799 361 813 347 373 787
12 132463567 346 814 360 800 498 662 648 512
12 132463569 822 338 800 360 803 357 365 795
12 132463570 342 818 356 804 504 656 642 518
12 132463572 817 343 783 377 812 348 388 772
12 132463575 814 346 798 362 803 357 387 773
12 132463578 807 353 795 365 821 339 377 783
12 132463581 814 346 790 370 799 361 375 785
12 132463584 805 355 787 373 812 348 368 792
12 132463587 825 335 793 367 808 352 388 772
12 132463590 811 349 783 377 814 346 358 802
12 132463594 347 813 373 787 501 659 627 533
12 132463599 804 356 786 374 814 346 364 796
12 132463609 344 816 380 780 491 669 633 527
12 132463611 816 344 780 380 802 358 376 784
12 132463612 348 812 376 784 516 644 640 520
12 132463620 813 347 781 379 778 382 368 792
12 132463630 345 815 373 787 503 657 645 515
12 132463665 812 348 772 388 778 382 380 780
12 132463669 347 813 389 771 520 640 654 506
14 89361332 419 741 431 729 371 789 815 345
14 89361347 435 725 429 731 360 800 816 344
14 89361359 425 735 425 735 367 793 815 345
14 89361362 430 730 420 740 361 799 817 343
14 89361365 440 720 416 744 362 798 816 344
14 89361368 426 734 408 752 364 796 814 346
14 89361374 429 731 413 747 352 808 818 342
14 89361377 437 723 417 743 364 796 814 346
14 89361380 432 728 406 754 362 798 816 344
14 89361383 420 740 426 734 355 805 817 343
14 89361388 744 416 768 392 784 376 348 812
14 89361389 429 731 397 763 353 807 819 341
14 89361391 764 396 770 390 778 382 346 814
14 89361392 429 731 399 761 351 809 821 339
14 89361395 410 750 414 746 361 799 815 345
14 89361397 738 422 762 398 776 384 342 818
14 89361398 433 727 415 745 355 805 821 339
14 89361400 739 421 777 383 780 380 340 820
14 89361401 430 730 422 738 349 811 827 333
14 89361404 420 740 416 744 349 811 815 345
14 89361406 743 417 769 391 788 372 348 812
14 89361407 429 731 417 743 357 803 815 345
14 89361409 744 416 756 404 788 372 340 820
14 89361410 429 731 419 741 353 807 825 335
14 89361416 429 731 407 753 351 809 813 347
14 89361419 415 745 413 747 348 812 804 356
14 89361424 746 414 766 394 802 358 346 814
14 89361425 417 743 427 733 343 817 823 337
14 89361427 757 403 765 395 800 360 348 812
14 89361428 410 750 414 746 353 807 815 345
14 89361431 416 744 400 760 349 811 813 347
14 89361434 411 749 407 753 341 819 807 353
14 89361437 426 734 420 740 341 819 813 347
14 89361440 416 744 412 748 345 815 815 345
14 89361443 428 732 398 762 340 820 826 334
14 89361446 414 746 412 748 351 809 817 343
14 89361448 765 395 757 403 813 347 355 805
14 89361451 754 406 760 400 812 348 350 810
14 89361452 414 746 428 732 344 816 816 344
14 89361455 422 738 406 754 342 818 812 348
14 89361458 414 746 412 748 344 816 814 346
14 89361461 400 760 408 752 348 812 818 342
14 89361464 423 737 419 741 338 822 810 350
14 89361467 426 734 404 756 352 808 812 348
14 89361469 772 388 766 394 804 356 342 818
14 89361470 418 742 402 758 334 826 820 340
14 89361472 772 388 760 400 816 344 358 802
14 89361473 410 750 404 756 340 820 812 348
14 89361479 408 752 418 742 343 817 811 349
14 89361481 759 401 749 411 813 347 355 805
14 89361482 419 741 397 763 341 819 815 345
14 89361485 419 741 421 739 347 813 817 343
14 89361487 763 397 765 395 813 347 347 813
14 89361488 407 753 413 747 345 815 817 343
14 89361491 416 744 422 738 345 815 811 349
14 89361497 414 746 404 756 344 816 812 348
14 89361500 407 753 405 755 338 822 810 350
14 89361503 408 752 422 738 344 816 814 346
14 89361506 416 744 416 744 350 810 814 346
14 89361509 414 746 396 764 341 819 817 343
14 89361512 401 759 419 741 351 809 815 345
14 89361515 419 741 411 749 345 815 809 351
14 89361518 408 752 408 752 349 811 813 347
14 89361521 424 736 400 760 342 818 808 352
14 89361523 769 391 761 399 802 358 348 812
14 89361524 413 747 413 747 338 822 818 342
14 89361527 397 763 405 755 350 810 812 348
14 89361530 418 742 430 730 340 820 806 354
14 89361533 408 752 404 756 350 810 812 348
14 89361535 766 394 748 412 804 356 348 812
14 89361536 420 740 408 752 340 820 810 350
14 89361539 402 758 412 748 344 816 810 350
14 89361541 754 406 772 388 804 356 346 814
14 89361542 414 746 410 750 348 812 818 342
14 89361544 763 397 773 387 806 354 348 812
14 89361545 411 749 419 741 340 820 806 354
14 89361551 406 754 400 760 340 820 818 342
14 89361554 422 738 406 754 346 814 808 352
14 89361557 421 739 417 743 350 810 816 344
14 89361559 753 407 765 395 810 350 346 814
14 89361560 407 753 411 749 351 809 813 347
14 89361563 414 746 396 764 351 809 819 341
14 89361569 415 745 411 749 343 817 813 347
14 89361572 421 739 405 755 349 811 813 347
14 89361574 750 410 754 406 805 355 347 813
14 89361575 424 736 402 758 347 813 811 349
14 89361578 402 758 410 750 341 819 817 343
14 89361580 763 397 749 411 813 347 347 813
14 89361583 765 395 769 391 797 363 347 813
14 89361584 421 739 411 749 348 812 808 352
14 89361587 394 766 412 748 345 815 813 347
14 89361590 406 754 392 768 345 815 815 345
14 89361595 765 395 777 383 813 347 355 805
14 89361596 415 745 403 757 345 815 809 351
14 89361598 756 404 760 400 809 351 347 813
14 89361599 408 752 408 752 355 805 813 347
14 89361602 412 748 424 736 348 812 808 352
14 89361605 410 750 408 752 334 826 816 344
14 89361607 775 385 769 391 814 346 350 810
14 89361608 391 769 401 759 350 810 814 346
14 89361614 409 751 411 749 344 816 810 350
14 89361616 773 387 757 403 820 340 350 810
14 89361617 413 747 399 761 340 820 812 348
14 89361619 767 393 759 401 806 354 348 812
14 89361620 407 753 413 747 344 816 812 348
14 89361623 416 744 398 762 354 806 812 348
14 89361625 750 410 760 400 806 354 344 816
14 89361626 404 756 394 766 354 806 818 342
14 89361629 422 738 410 750 350 810 812 348
14 89361632 412 748 408 752 347 813 803 357
14 89361635 406 754 414 746 345 815 807 353
14 89361637 758 402 764 396 813 347 355 805
14 89361638 402 758 412 748 347 813 805 355
14 89361641 418 742 404 756 353 807 813 347
14 89361644 408 752 402 758 347 813 809 351
14 89361646 760 400 752 408 813 347 355 805
14 89361649 764 396 772 388 803 357 345 815
14 89361650 418 742 416 744 345 815 811 349
14 89361652 752 408 762 398 811 349 347 813
14 89361653 402 758 398 762 343 817 809 351
14 89361656 424 736 416 744 349 811 815 345
14 89361659 412 748 408 752 341 819 813 347
14 89361662 419 741 403 757 347 813 799 361
14 89361667 743 417 767 393 806 354 348 812
14 89361668 407 753 407 753 348 812 818 342
14 89361671 397 763 403 757 343 817 805 355
14 89361674 401 759 409 751 348 812 810 350
14 89361677 406 754 410 750 338 822 810 350
14 89361679 758 402 750 410 816 344 358 802
14 89361686 408 752 416 744 346 814 806 354
14 89361688 759 401 769 391 813 347 357 803
14 89361689 399 761 411 749 350 810 812 348
14 89361692 399 761 407 753 342 818 798 362
14 89361694 766 394 754 406 819 341 355 805
14 89361698 401 759 419 741 339 821 803 357
14 89361700 779 381 745 415 812 348 362 798
14 89361706 772 388 744 416 817 343 355 805
14 89361707 414 746 412 748 346 814 796 364
14 89361713 403 757 421 739 344 816 794 366
14 89361715 775 385 743 417 817 343 365 795
14 89361716 395 765 427 733 331 829 797 363
14 89361724 766 394 748 412 818 342 370 790
14 89361725 403 757 413 747 331 829 797 363
14 89361731 422 738 426 734 345 815 785 375
14 89361733 769 391 751 409 815 345 369 791
14 89361749 418 742 444 716 348 812 786 374
14 89361814 734 426 726 434 816 344 384 776
15 29948979 419 741 395 765 380 780 824 336
15 29948981 726 434 764 396 762 398 346 814
15 29948994 416 744 398 762 372 788 814 346
15 29949092 755 405 751 409 814 346 378 782
15 29949093 405 755 399 761 338 822 810 350
15 29949111 397 763 401 759 347 813 791 369
15 29949129 404 756 396 764 363 797 817 343
15 29949210 392 768 398 762 347 813 797 363
15 29949255 418 742 394 766 347 813 797 363
15 29949300 389 771 415 745 348 812 782 378
15 29949318 396 764 426 734 345 815 801 359
16 57568232 722 438 732 428 770 390 336 824
16 57568241 725 435 721 439 781 379 339 821
16 57568256 708 452 718 442 795 365 345 815
16 57568277 724 436 736 424 799 361 331 829
16 57568298 742 418 738 422 813 347 367 793
16 57568328 744 416 732 428 815 345 355 805
16 57568331 723 437 735 425 784 376 342 818
16 57568340 717 443 719 441 814 346 360 800
16 57568358 733 427 733 427 819 341 353 807
16 57568367 721 439 731 429 824 336 370 790
16 57568373 724 436 730 430 806 354 348 812
16 57568376 712 448 730 430 794 366 330 830
16 57568391 728 432 728 432 787 373 343 817
16 57568400 728 432 710 450 817 343 359 801
16 57568418 740 420 738 422 815 345 361 799
16 57568421 730 430 724 436 816 344 352 808
16 57568430 723 437 725 435 805 355 345 815
16 57568439 731 429 737 423 810 350 346 814
16 57568442 721 439 725 435 796 364 344 816
16 57568457 734 426 726 434 787 373 345 815
16 57568469 730 430 730 430 817 343 353 807
16 57568490 734 426 728 432 805 355 339 821
16 57568499 729 431 725 435 818 342 344 816
16 57568502 730 430 724 436 801 359 337 823
16 57568517 725 435 741 419 815 345 367 793
16 57568538 725 435 735 425 824 336 350 810
16 57568619 736 424 720 440 803 357 339 821
16 57568637 723 437 729 431 795 365 347 813
16 57568664 720 440 734 426 812 348 354 806
16 57568691 708 452 732 428 836 324 360 800
16 57568772 731 429 737 423 797 363 341 819
16 57568826 715 445 727 433 812 348 364 796
16 57568832 729 431 725 435 818 342 370 790
16 57568853 733 427 721 439 820 340 342 818
16 57568862 723 437 731 429 822 338 358 802
16 57568880 734 426 728 432 794 366 348 812
16 57568925 748 412 732 428 802 358 344 816
16 57568934 727 433 743 417 794 366 340 820
16 57568961 726 434 728 432 823 337 375 785
16 57568970 722 438 724 436 818 342 366 794
16 57568985 741 419 723 437 817 343 411 749
16 57568997 737 423 709 451 816 344 372 788
16 86107653 379 781 347 813 430 730 736 424
16 86107692 369 791 345 815 428 732 748 412
16 86107698 366 794 346 814 467 693 743 417
16 86107703 784 376 812 348 581 579 563 597
16 86107704 367 793 347 813 441 719 723 437
16 86107706 783 377 813 347 598 562 576 584
16 86107707 371 789 339 821 425 735 727 433
16 86107715 790 370 814 346 580 580 576 584
16 86107716 361 799 343 817 447 713 733 427
16 86107719 367 793 335 825 441 719 749 411
16 86107721 785 375 817 343 585 575 585 575
16 86107722 368 792 348 812 433 727 745 415
16 86107724 800 360 824 336 594 566 572 588
16 86107725 360 800 340 820 431 729 733 427
16 86107728 365 795 339 821 412 748 736 424
16 86107733 796 364 816 344 595 565 565 595
16 86107734 350 810 340 820 425 735 741 419
16 86107736 799 361 813 347 603 557 563 597
16 86107737 358 802 342 818 439 721 749 411
16 86107739 790 370 814 346 572 588 576 584
16 86107742 801 359 815 345 591 569 553 607
16 86107743 360 800 342 818 429 731 747 413
16 86107745 796 364 816 344 580 580 558 602
16 86107746 360 800 344 816 426 734 736 424
16 86107749 358 802 344 816 440 720 728 432
16 86107751 800 360 818 342 589 571 563 597
16 86107752 355 805 341 819 427 733 737 423
16 86107755 353 807 345 815 427 733 751 409
16 86107760 800 360 812 348 597 563 559 601
16 86107761 351 809 347 813 436 724 736 424
16 86107763 807 353 817 343 611 549 575 585
16 86107764 351 809 345 815 423 737 761 399
16 86107766 806 354 812 348 588 572 572 588
16 86107767 349 811 345 815 427 733 741 419
16 86107770 346 814 344 816 445 715 751 409
16 86107772 809 351 817 343 592 568 546 614
16 86107773 347 813 343 817 426 734 736 424
16 86107776 350 810 346 814 407 753 735 425
16 86107779 348 812 348 812 418 742 748 412
16 86107781 821 339 807 353 614 546 546 614
16 86107782 344 816 340 820 425 735 737 423
16 86107785 342 818 346 814 419 741 741 419
16 86107788 356 804 342 818 432 728 748 412
16 86107790 811 349 813 347 586 574 536 624
16 86107791 349 811 347 813 437 723 763 397
16 86107793 813 347 809 351 570 590 562 598
16 86107794 339 821 349 811 425 735 745 415
16 86107797 348 812 340 820 422 738 746 414
16 86107799 812 348 810 350 593 567 541 619
16 86107800 340 820 350 810 398 762 758 402
16 86107802 812 348 810 350 596 564 576 584
16 86107803 352 808 342 818 394 766 728 432
16 86107805 802 358 814 346 602 558 550 610
16 86107806 351 809 343 817 435 725 741 419
16 86107809 351 809 343 817 411 749 755 405
16 86107811 808 352 812 348 591 569 569 591
16 86107812 344 816 348 812 423 737 747 413
16 86107814 812 348 806 354 585 575 545 615
16 86107815 338 822 352 808 415 745 737 423
16 86107820 810 350 814 346 594 566 584 576
16 86107821 344 816 352 808 432 728 734 426
16 86107823 815 345 805 355 586 574 570 590
16 86107824 345 815 351 809 430 730 718 442
16 86107827 348 812 348 812 410 750 714 446
16 86107830 339 821 349 811 426 734 716 444
16 86107833 343 817 357 803 424 736 714 446
16 86107835 813 347 801 359 595 565 567 593
16 86107838 815 345 801 359 598 562 560 600
16 86107839 335 825 355 805 402 758 726 434
16 86107842 341 819 355 805 404 756 712 448
16 86107845 343 817 359 801 407 753 723 437
16 86107847 819 341 799 361 602 558 576 584
16 86107848 340 820 356 804 415 745 723 437
16 86107851 345 815 361 799 409 751 725 435
16 86107853 812 348 788 372 614 546 576 584
16 86107854 348 812 360 800 403 757 735 425
16 86107856 814 346 794 366 602 558 570 590
16 86107857 346 814 362 798 423 737 725 435
16 86107860 348 812 366 794 408 752 710 450
16 86107862 814 346 784 376 607 553 539 621
16 86107863 342 818 364 796 428 732 734 426
16 86107865 821 339 795 365 574 586 554 606
16 86107866 343 817 375 785 415 745 723 437
16 86107869 343 817 359 801 421 739 715 445
16 86107871 812 348 788 372 612 548 572 588
16 86107875 341 819 369 791 424 736 712 448
16 86107880 813 347 785 375 595 565 549 611
16 86107881 341 819 369 791 431 729 737 423
16 86107883 812 348 792 368 579 581 539 621
16 86107884 345 815 365 795 438 722 708 452
16 86107890 345 815 369 791 413 747 729 431
16 86107896 347 813 373 787 432 728 720 440
16 86587301 371 789 341 819 478 682 676 484
16 86587307 360 800 348 812 509 651 667 493
16 86587346 347 813 371 789 477 683 641 519
16 86587352 346 814 360 800 493 667 667 493
16 86587355 345 815 351 809 464 696 670 490
16 86587364 341 819 367 793 478 682 652 508
16 86587379 344 816 366 794 490 670 658 502
16 86587400 347 813 367 793 481 679 649 511
16 86860903 787 373 813 347 408 752 760 400
16 86860905 372 788 344 816 670 490 480 680
16 86860908 372 788 344 816 662 498 492 668
16 86860909 782 378 824 336 399 761 789 371
16 86860912 787 373 815 345 391 769 785 375
16 86860920 373 787 339 821 661 499 495 665
16 86860924 790 370 816 344 391 769 801 359
16 86860935 364 796 346 814 674 486 504 656
16 86860963 805 355 815 345 391 769 793 367
16 86860965 353 807 347 813 652 508 500 660
16 86860971 347 813 345 815 667 493 493 667
16 86860972 813 347 807 353 387 773 781 379
16 86860974 355 805 347 813 651 509 491 669
16 86860975 805 355 813 347 396 764 784 376
16 86860983 349 811 345 815 683 477 515 645
16 86860989 347 813 353 807 657 503 491 669
16 86860995 348 812 346 814 671 489 497 663
16 86860999 816 344 814 346 397 763 779 381
16 86861001 350 810 348 812 648 512 496 664
16 86861005 809 351 813 347 384 776 770 390
16 86861016 355 805 347 813 637 523 477 683
16 86861022 345 815 347 813 664 496 488 672
16 86861026 805 355 813 347 392 768 760 400
16 86861031 348 812 348 812 654 506 500 660
16 86861034 350 810 344 816 680 480 486 674
16 86861052 345 815 349 811 675 485 489 671
16 86861055 353 807 347 813 654 506 494 666
16 86861058 345 815 353 807 677 483 501 659
16 86861059 813 347 805 355 397 763 771 389
16 86861061 347 813 345 815 658 502 490 670
16 86861062 817 343 809 351 383 777 757 403
16 86861065 808 352 812 348 373 787 773 387
16 86861071 806 354 812 348 374 786 766 394
16 86861073 352 808 348 812 659 501 499 661
16 86861074 812 348 804 356 386 774 788 372
16 86861079 346 814 342 818 659 501 483 677
16 86861080 814 346 814 346 391 769 763 397
16 86861083 812 348 802 358 382 778 776 384
16 86861085 348 812 352 808 677 483 499 661
16 86861091 348 812 358 802 675 485 493 667
16 86861095 808 352 812 348 389 771 785 375
16 86861103 349 811 347 813 655 505 497 663
16 86861109 348 812 348 812 657 503 503 657
16 86861112 347 813 357 803 658 502 498 662
16 86861115 357 803 343 817 674 486 488 672
16 86861124 342 818 350 810 671 489 499 661
16 86861125 818 342 802 358 384 776 760 400
16 86861130 345 815 353 807 667 493 493 667
16 86861131 819 341 807 353 389 771 767 393
16 86861133 341 819 349 811 670 490 484 676
16 86861134 815 345 803 357 399 761 779 381
16 86861142 349 811 345 815 666 494 500 660
16 86861151 358 802 348 812 672 488 492 668
16 86861160 350 810 342 818 673 487 497 663
16 86861169 348 812 350 810 672 488 500 660
16 86861176 812 348 802 358 399 761 773 387
16 86861187 345 815 359 801 668 492 512 648
16 86861193 343 817 361 799 683 477 515 645
16 86861197 812 348 784 376 379 781 741 419
16 86861205 345 815 361 799 640 520 502 658
16 86861211 342 818 366 794 673 487 507 653
16 86861214 348 812 360 800 683 477 499 661
16 86861215 818 342 798 362 398 762 762 398
16 86861223 345 815 363 797 647 513 509 651
16 86861224 812 348 790 370 407 753 759 401
16 86861232 346 814 370 790 670 490 504 656
16 86861241 348 812 374 786 665 495 509 651
16 86861259 347 813 369 791 659 501 501 659
17 44984119 794 366 812 348 440 720 730 430
17 44984128 787 373 815 345 459 701 729 431
17 44984190 344 816 368 792 740 420 434 726
17 44984254 816 344 790 370 437 723 719 441
17 44984281 823 337 785 375 426 734 724 436
17 44984308 818 342 772 388 438 722 706 454
17 66798233 788 372 798 362 393 767 817 343
17 66798274 367 793 345 815 762 398 378 782
17 66798275 787 373 815 345 375 785 801 359
17 66798277 368 792 348 812 761 399 393 767
17 66798278 792 368 812 348 378 782 814 346
17 66798283 367 793 343 817 760 400 382 778
17 66798284 788 372 814 346 365 795 811 349
17 66798290 790 370 812 348 362 798 812 348
17 66798296 797 363 813 347 373 787 811 349
17 66798299 796 364 812 348 373 787 827 333
17 66798305 797 363 817 343 358 802 808 352
17 66798307 364 796 342 818 779 381 373 787
17 66798308 801 359 815 345 375 785 811 349
17 66798310 362 798 344 816 759 401 371 789
17 66798311 796 364 816 344 365 795 809 351
17 66798313 359 801 341 819 770 390 376 784
17 66798314 798 362 814 346 385 775 815 345
17 66798316 361 799 343 817 777 383 367 793
17 66798317 799 361 821 339 358 802 826 334
17 66798319 356 804 344 816 770 390 374 786
17 66798320 794 366 822 338 368 792 816 344
17 66798322 357 803 343 817 762 398 370 790
17 66798323 800 360 818 342 371 789 823 337
17 66798325 361 799 339 821 773 387 379 781
17 66798326 800 360 826 334 355 805 805 355
17 66798328 357 803 339 821 781 379 381 779
17 66798329 800 360 828 332 358 802 816 344
17 66798331 355 805 341 819 772 388 372 788
17 66798332 804 356 822 338 369 791 821 339
17 66798334 361 799 337 823 772 388 372 788
17 66798335 803 357 823 337 355 805 811 349
17 66798337 358 802 338 822 779 381 383 777
17 66798338 802 358 826 334 367 793 825 335
17 66798340 356 804 338 822 770 390 378 782
17 66798341 807 353 821 339 362 798 810 350
17 66798343 357 803 335 825 772 388 376 784
17 66798344 807 353 821 339 365 795 831 329
17 66798346 354 806 340 820 782 378 374 786
17 66798347 806 354 822 338 355 805 811 349
17 66798349 353 807 337 823 777 383 369 791
17 66798350 808 352 820 340 350 810 810 350
17 66798352 353 807 337 823 771 389 371 789
17 66798353 807 353 817 343 371 789 813 347
17 66798355 351 809 343 817 777 383 377 783
17 66798356 810 350 822 338 355 805 809 351
17 66798358 349 811 343 817 783 377 385 775
17 66798359 810 350 818 342 355 805 819 341
17 66798361 349 811 343 817 783 377 389 771
17 66798362 810 350 814 346 354 806 808 352
17 66798364 348 812 344 816 777 383 381 779
17 66798365 813 347 819 341 345 815 801 359
17 66798367 346 814 342 818 804 356 372 788
17 66798368 815 345 819 341 345 815 821 339
17 66798370 346 814 342 818 779 381 373 787
17 66798371 815 345 815 345 347 813 807 353
17 66798373 344 816 342 818 783 377 375 785
17 66798374 817 343 817 343 350 810 814 346
17 66798376 342 818 342 818 774 386 368 792
17 66798377 818 342 818 342 348 812 822 338
17 66798379 342 818 342 818 787 373 373 787
17 66798380 818 342 818 342 348 812 812 348
17 66798382 342 818 342 818 784 376 388 772
17 66798383 818 342 818 342 356 804 810 350
17 66798385 342 818 342 818 782 378 374 786
17 66798386 818 342 818 342 344 816 798 362
17 66798388 342 818 342 818 786 374 372 788
17 66798389 818 342 818 342 338 822 824 336
17 66798391 342 818 342 818 782 378 374 786
17 66798392 818 342 818 342 350 810 794 366
17 66798394 342 818 342 818 776 384 384 776
17 66798395 818 342 818 342 346 814 810 350
17 66798397 342 818 342 818 782 378 376 784
17 66798398 818 342 818 342 354 806 826 334
17 66798400 342 818 342 818 778 382 372 788
17 66798401 818 342 818 342 348 812 798 362
17 66798403 342 818 342 818 794 366 380 780
17 66798404 818 342 818 342 342 818 818 342
17 66798406 342 818 342 818 790 370 372 788
17 66798407 818 342 818 342 351 809 809 351
17 66798409 342 818 342 818 780 380 378 782
17 66798410 818 342 818 342 340 820 810 350
17 66798412 342 818 342 818 782 378 380 780
17 66798413 818 342 818 342 353 807 811 349
17 66798415 342 818 342 818 775 385 367 793
17 66798416 818 342 818 342 345 815 813 347
17 66798418 342 818 342 818 785 375 379 781
17 66798419 818 342 818 342 353 807 817 343
17 66798421 342 818 342 818 783 377 379 781
17 66798422 818 342 818 342 347 813 815 345
17 66798424 342 818 342 818 772 388 380 780
17 66798425 818 342 818 342 344 816 814 346
17 66798427 342 818 342 818 786 374 378 782
17 66798428 818 342 818 342 356 804 806 354
17 66798430 342 818 342 818 784 376 370 790
17 66798431 818 342 818 342 350 810 804 356
17 66798433 342 818 342 818 798 362 388 772
17 66798434 818 342 818 342 345 815 813 347
17 66798436 342 818 342 818 780 380 372 788
17 66798437 818 342 818 342 352 808 812 348
17 66798439 342 818 342 818 773 387 371 789
17 66798440 818 342 818 342 353 807 817 343
17 66798442 342 818 342 818 787 373 373 787
17 66798443 818 342 818 342 345 815 815 345
17 66798445 342 818 342 818 787 373 381 779
17 66798446 818 342 818 342 339 821 813 347
17 66798448 342 818 342 818 787 373 389 771
17 66798449 818 342 818 342 343 817 811 349
17 66798451 342 818 342 818 785 375 379 781
17 66798452 818 342 818 342 360 800 812 348
17 66798454 342 818 342 818 781 379 365 795
17 66798455 818 342 818 342 361 799 811 349
17 66798457 342 818 342 818 785 375 381 779
17 66798458 818 342 818 342 343 817 807 353
17 66798460 342 818 342 818 783 377 379 781
17 66798461 818 342 818 342 353 807 813 347
17 66798463 342 818 342 818 781 379 379 781
17 66798464 818 342 818 342 345 815 815 345
17 66798466 342 818 342 818 790 370 378 782
17 66798467 818 342 818 342 336 824 812 348
17 66798469 342 818 342 818 788 372 376 784
17 66798470 818 342 818 342 349 811 809 351
17 66798472 342 818 342 818 784 376 380 780
17 66798473 818 342 818 342 352 808 816 344
17 66798475 342 818 342 818 790 370 372 788
17 66798476 818 342 818 342 340 820 816 344
17 66798478 342 818 342 818 772 388 382 778
17 66798479 818 342 818 342 348 812 816 344
17 66798481 342 818 342 818 778 382 372 788
17 66798482 818 342 818 342 360 800 812 348
17 66798484 342 818 342 818 783 377 373 787
17 66798485 818 342 818 342 345 815 811 349
17 66798487 342 818 342 818 793 367 371 789
17 66798488 818 342 818 342 348 812 812 348
17 66798490 342 818 342 818 779 381 371 789
17 66798491 818 342 818 342 345 815 811 349
17 66798493 342 818 342 818 783 377 367 793
17 66798494 818 342 818 342 344 816 824 336
17 66798496 342 818 342 818 774 386 378 782
17 66798497 818 342 818 342 354 806 810 350
17 66798499 342 818 342 818 798 362 388 772
17 66798500 818 342 818 342 356 804 802 358
17 66798502 342 818 342 818 776 384 368 792
17 66798503 818 342 818 342 340 820 816 344
17 66798505 342 818 342 818 784 376 378 782
17 66798506 818 342 818 342 352 808 814 346
17 66798508 342 818 342 818 780 380 376 784
17 66798509 818 342 818 342 339 821 801 359
17 66798511 342 818 342 818 788 372 374 786
17 66798512 818 342 818 342 352 808 816 344
17 66798514 342 818 342 818 778 382 376 784
17 66798515 818 342 818 342 340 820 812 348
17 66798517 342 818 342 818 792 368 380 780
17 66798518 818 342 818 342 349 811 807 353
17 66798520 342 818 342 818 786 374 374 786
17 66798521 818 342 818 342 347 813 829 331
17 66798523 342 818 342 818 780 380 372 788
17 66798524 818 342 818 342 334 826 810 350
17 66798526 342 818 342 818 790 370 386 774
17 66798527 818 342 818 342 360 800 800 360
17 66798529 342 818 342 818 778 382 378 782
17 66798530 818 342 818 342 341 819 811 349
17 66798532 342 818 342 818 791 369 377 783
17 66798533 818 342 818 342 355 805 803 357
17 66798535 342 818 342 818 785 375 367 793
17 66798536 818 342 818 342 343 817 821 339
17 66798538 342 818 342 818 779 381 369 791
17 66798539 818 342 818 342 346 814 806 354
17 66798541 342 818 342 818 790 370 372 788
17 66798542 818 342 818 342 354 806 812 348
17 66798544 343 817 343 817 786 374 380 780
17 66798545 819 341 817 343 344 816 800 360
17 66798547 343 817 343 817 786 374 374 786
17 66798548 819 341 817 343 341 819 817 343
17 66798550 341 819 343 817 785 375 385 775
17 66798551 816 344 816 344 344 816 818 342
17 66798553 343 817 345 815 791 369 385 775
17 66798554 818 342 816 344 354 806 796 364
17 66798556 342 818 346 814 776 384 372 788
17 66798557 817 343 813 347 352 808 814 346
17 66798559 343 817 347 813 791 369 383 777
17 66798560 816 344 812 348 348 812 810 350
17 66798562 343 817 349 811 795 365 375 785
17 66798563 818 342 812 348 347 813 813 347
17 66798565 344 816 348 812 788 372 374 786
17 66798566 819 341 809 351 342 818 806 354
17 66798568 342 818 348 812 791 369 387 773
17 66798569 816 344 808 352 347 813 801 359
17 66798571 340 820 350 810 777 383 385 775
17 66798572 822 338 808 352 356 804 810 350
17 66798574 343 817 351 809 789 371 385 775
17 66798575 820 340 806 354 343 817 805 355
17 66798577 339 821 351 809 796 364 388 772
